Number_of_Cores,Number of Processes,Average Process Length,Algorithm,Number of Starvations
8,4,8,0,0
8,4,8,1,0
8,4,8,2,0
8,4,8,3,1
8,4,8,4,0
8,4,16,0,0
8,4,16,1,0
8,4,16,2,0
8,4,16,3,0
8,4,16,4,0
8,4,32,0,0
8,4,32,1,0
8,4,32,2,0
8,4,32,3,0
8,4,32,4,1
8,4,64,0,0
8,4,64,1,0
8,4,64,2,0
8,4,64,3,0
8,4,64,4,0
8,4,128,0,0
8,4,128,1,0
8,4,128,2,0
8,4,128,3,0
8,4,128,4,0
8,4,256,0,0
8,4,256,1,0
8,4,256,2,0
8,4,256,3,0
8,4,256,4,0
8,4,512,0,0
8,4,512,1,0
8,4,512,2,0
8,4,512,3,0
8,4,512,4,0
8,8,4,0,2
8,8,4,1,1
8,8,4,2,0
8,8,4,3,1
8,8,4,4,1
8,8,8,0,1
8,8,8,1,1
8,8,8,2,1
8,8,8,3,2
8,8,8,4,1
8,8,16,0,0
8,8,16,1,2
8,8,16,2,0
8,8,16,3,0
8,8,16,4,1
8,8,32,0,0
8,8,32,1,1
8,8,32,2,0
8,8,32,3,1
8,8,32,4,0
8,8,64,0,0
8,8,64,1,0
8,8,64,2,0
8,8,64,3,0
8,8,64,4,0
8,8,128,0,0
8,8,128,1,0
8,8,128,2,0
8,8,128,3,0
8,8,128,4,0
8,8,256,0,0
8,8,256,1,0
8,8,256,2,0
8,8,256,3,0
8,8,256,4,0
8,8,512,0,0
8,8,512,1,0
8,8,512,2,0
8,8,512,3,0
8,8,512,4,0
8,16,4,0,4
8,16,4,1,0
8,16,4,2,1
8,16,4,3,1
8,16,4,4,3
8,16,8,0,1
8,16,8,1,3
8,16,8,2,0
8,16,8,3,1
8,16,8,4,0
8,16,16,0,1
8,16,16,1,0
8,16,16,2,1
8,16,16,3,1
8,16,16,4,2
8,16,32,0,0
8,16,32,1,0
8,16,32,2,1
8,16,32,3,0
8,16,32,4,0
8,16,64,0,0
8,16,64,1,0
8,16,64,2,0
8,16,64,3,0
8,16,64,4,0
8,16,128,0,0
8,16,128,1,0
8,16,128,2,0
8,16,128,3,0
8,16,128,4,0
8,16,256,0,0
8,16,256,1,0
8,16,256,2,0
8,16,256,3,0
8,16,256,4,0
8,16,512,0,0
8,16,512,1,0
8,16,512,2,0
8,16,512,3,0
8,16,512,4,0
8,32,4,0,4
8,32,4,1,3
8,32,4,2,4
8,32,4,3,4
8,32,4,4,5
8,32,8,0,3
8,32,8,1,3
8,32,8,2,4
8,32,8,3,3
8,32,8,4,2
8,32,16,0,0
8,32,16,1,5
8,32,16,2,2
8,32,16,3,2
8,32,16,4,0
8,32,32,0,1
8,32,32,1,0
8,32,32,2,4
8,32,32,3,2
8,32,32,4,1
8,32,64,0,0
8,32,64,1,0
8,32,64,2,0
8,32,64,3,0
8,32,64,4,0
8,32,128,0,0
8,32,128,1,0
8,32,128,2,0
8,32,128,3,0
8,32,128,4,0
8,32,256,0,0
8,32,256,1,0
8,32,256,2,0
8,32,256,3,0
8,32,256,4,0
8,32,512,0,0
8,32,512,1,0
8,32,512,2,0
8,32,512,3,0
8,32,512,4,0
8,64,4,0,5
8,64,4,1,6
8,64,4,2,11
8,64,4,3,4
8,64,4,4,5
8,64,8,0,7
8,64,8,1,7
8,64,8,2,14
8,64,8,3,6
8,64,8,4,9
8,64,16,0,4
8,64,16,1,1
8,64,16,2,5
8,64,16,3,5
8,64,16,4,4
8,64,32,0,1
8,64,32,1,1
8,64,32,2,1
8,64,32,3,1
8,64,32,4,1
8,64,64,0,0
8,64,64,1,0
8,64,64,2,0
8,64,64,3,0
8,64,64,4,0
8,64,128,0,0
8,64,128,1,0
8,64,128,2,0
8,64,128,3,0
8,64,128,4,0
8,64,256,0,0
8,64,256,1,0
8,64,256,2,0
8,64,256,3,0
8,64,256,4,0
8,64,512,0,0
8,64,512,1,0
8,64,512,2,0
8,64,512,3,0
8,64,512,4,0
8,128,4,0,16
8,128,4,1,16
8,128,4,2,14
8,128,4,3,9
8,128,4,4,15
8,128,8,0,9
8,128,8,1,12
8,128,8,2,16
8,128,8,3,14
8,128,8,4,13
8,128,16,0,10
8,128,16,1,7
8,128,16,2,10
8,128,16,3,5
8,128,16,4,5
8,128,32,0,4
8,128,32,1,3
8,128,32,2,2
8,128,32,3,2
8,128,32,4,0
8,128,64,0,0
8,128,64,1,0
8,128,64,2,1
8,128,64,3,0
8,128,64,4,0
8,128,128,0,0
8,128,128,1,0
8,128,128,2,0
8,128,128,3,0
8,128,128,4,0
8,128,256,0,0
8,128,256,1,0
8,128,256,2,0
8,128,256,3,0
8,128,256,4,0
8,128,512,0,0
8,128,512,1,0
8,128,512,2,0
8,128,512,3,0
8,128,512,4,0
8,256,4,0,20
8,256,4,1,27
8,256,4,2,28
8,256,4,3,30
8,256,4,4,29
8,256,8,0,28
8,256,8,1,32
8,256,8,2,28
8,256,8,3,26
8,256,8,4,25
8,256,16,0,18
8,256,16,1,23
8,256,16,2,17
8,256,16,3,20
8,256,16,4,19
8,256,32,0,8
8,256,32,1,7
8,256,32,2,6
8,256,32,3,2
8,256,32,4,4
8,256,64,0,0
8,256,64,1,0
8,256,64,2,0
8,256,64,3,0
8,256,64,4,2
8,256,128,0,0
8,256,128,1,0
8,256,128,2,0
8,256,128,3,0
8,256,128,4,0
8,256,256,0,0
8,256,256,1,0
8,256,256,2,0
8,256,256,3,0
8,256,256,4,0
8,256,512,0,0
8,256,512,1,0
8,256,512,2,0
8,256,512,3,0
8,256,512,4,0
8,512,4,0,57
8,512,4,1,50
8,512,4,2,55
8,512,4,3,51
8,512,4,4,46
8,512,8,0,55
8,512,8,1,60
8,512,8,2,59
8,512,8,3,56
8,512,8,4,47
8,512,16,0,42
8,512,16,1,39
8,512,16,2,37
8,512,16,3,32
8,512,16,4,37
8,512,32,0,10
8,512,32,1,8
8,512,32,2,10
8,512,32,3,8
8,512,32,4,7
8,512,64,0,1
8,512,64,1,0
8,512,64,2,0
8,512,64,3,1
8,512,64,4,0
8,512,128,0,0
8,512,128,1,0
8,512,128,2,0
8,512,128,3,0
8,512,128,4,0
8,512,256,0,0
8,512,256,1,0
8,512,256,2,0
8,512,256,3,0
8,512,256,4,0
8,512,512,0,30
8,512,512,1,18
8,512,512,2,29
8,512,512,3,20
8,512,512,4,28
8,1024,4,0,99
8,1024,4,1,105
8,1024,4,2,101
8,1024,4,3,105
8,1024,4,4,97
8,1024,8,0,111
8,1024,8,1,111
8,1024,8,2,97
8,1024,8,3,110
8,1024,8,4,123
8,1024,16,0,73
8,1024,16,1,75
8,1024,16,2,65
8,1024,16,3,75
8,1024,16,4,66
8,1024,32,0,16
8,1024,32,1,17
8,1024,32,2,13
8,1024,32,3,21
8,1024,32,4,18
8,1024,64,0,0
8,1024,64,1,0
8,1024,64,2,0
8,1024,64,3,1
8,1024,64,4,0
8,1024,128,0,0
8,1024,128,1,0
8,1024,128,2,0
8,1024,128,3,0
8,1024,128,4,0
8,1024,256,0,94
8,1024,256,1,143
8,1024,256,2,66
8,1024,256,3,60
8,1024,256,4,99
8,1024,512,0,522
8,1024,512,1,954
8,1024,512,2,466
8,1024,512,3,452
8,1024,512,4,931
8,2048,4,0,201
8,2048,4,1,216
8,2048,4,2,228
8,2048,4,3,202

8,2048,4,4,213
8,2048,8,0,217
8,2048,8,1,228
8,2048,8,2,222
8,2048,8,3,226
8,2048,8,4,216
8,2048,16,0,144
8,2048,16,1,156
8,2048,16,2,171
8,2048,16,3,141
8,2048,16,4,162
8,2048,32,0,41
8,2048,32,1,37
8,2048,32,2,40
8,2048,32,3,39
8,2048,32,4,47
8,2048,64,0,1
8,2048,64,1,4
8,2048,64,2,3
8,2048,64,3,0
8,2048,64,4,4
8,2048,128,0,183
8,2048,128,1,325
8,2048,128,2,138
8,2048,128,3,113
8,2048,128,4,171
8,2048,256,0,1063
8,2048,256,1,1912
8,2048,256,2,973
8,2048,256,3,950
8,2048,256,4,1901
8,2048,512,0,1542
8,2048,512,1,2002
8,2048,512,2,1465
8,2048,512,3,1463
8,2048,512,4,2009
Number_of_Cores,Number of Processes,Average Process Length,Algorithm,Number of Starvations
16,4,4,0,0
16,4,4,1,1
16,4,4,2,0
16,4,4,3,1
16,4,4,4,1
16,4,8,0,0
16,4,8,1,1
16,4,8,2,0
16,4,8,3,0
16,4,8,4,1
16,4,16,0,0
16,4,16,1,1
16,4,16,2,0
16,4,16,3,1
16,4,16,4,0
16,4,32,0,0
16,4,32,1,1
16,4,32,2,0
16,4,32,3,0
16,4,32,4,0
16,4,64,0,0
16,4,64,1,0
16,4,64,2,0
16,4,64,3,0
16,4,64,4,0
16,4,128,0,0
16,4,128,1,0
16,4,128,2,0
16,4,128,3,0
16,4,128,4,0
16,4,256,0,0
16,4,256,1,0
16,4,256,2,0
16,4,256,3,0
16,4,256,4,0
16,4,512,0,0
16,4,512,1,0
16,4,512,2,0
16,4,512,3,0
16,4,512,4,0
16,8,4,0,2
16,8,4,1,0
16,8,4,2,1
16,8,4,3,1
16,8,4,4,1
16,8,8,0,1
16,8,8,1,2
16,8,8,2,1
16,8,8,3,1
16,8,8,4,1
16,8,16,0,1
16,8,16,1,2
16,8,16,2,0
16,8,16,3,2
16,8,16,4,0
16,8,32,0,0
16,8,32,1,0
16,8,32,2,0
16,8,32,3,0
16,8,32,4,0
16,8,64,0,0
16,8,64,1,0
16,8,64,2,0
16,8,64,3,0
16,8,64,4,0
16,8,128,0,0
16,8,128,1,0
16,8,128,2,0
16,8,128,3,0
16,8,128,4,0
16,8,256,0,0
16,8,256,1,0
16,8,256,2,0
16,8,256,3,0
16,8,256,4,0
16,8,512,0,0
16,8,512,1,0
16,8,512,2,0
16,8,512,3,0
16,8,512,4,0
16,16,4,0,2
16,16,4,1,1
16,16,4,2,2
16,16,4,3,4
16,16,4,4,0
16,16,8,0,1
16,16,8,1,2
16,16,8,2,2
16,16,8,3,2
16,16,8,4,1
16,16,16,0,1
16,16,16,1,2
16,16,16,2,1
16,16,16,3,1
16,16,16,4,0
16,16,32,0,0
16,16,32,1,1
16,16,32,2,1
16,16,32,3,0
16,16,32,4,0
16,16,64,0,0
16,16,64,1,0
16,16,64,2,0
16,16,64,3,0
16,16,64,4,0
16,16,128,0,0
16,16,128,1,0
16,16,128,2,0
16,16,128,3,0
16,16,128,4,0
16,16,256,0,0
16,16,256,1,0
16,16,256,2,0
16,16,256,3,0
16,16,256,4,0
16,16,512,0,0
16,16,512,1,0
16,16,512,2,0
16,16,512,3,0
16,16,512,4,0
16,32,4,0,2
16,32,4,1,1
16,32,4,2,4
16,32,4,3,1
16,32,4,4,3
16,32,8,0,3
16,32,8,1,4
16,32,8,2,4
16,32,8,3,4
16,32,8,4,2
16,32,16,0,0
16,32,16,1,2
16,32,16,2,3
16,32,16,3,3
16,32,16,4,2
16,32,32,0,1
16,32,32,1,0
16,32,32,2,0
16,32,32,3,0
16,32,32,4,1
16,32,64,0,0
16,32,64,1,0
16,32,64,2,0
16,32,64,3,0
16,32,64,4,0
16,32,128,0,0
16,32,128,1,0
16,32,128,2,0
16,32,128,3,0
16,32,128,4,0
16,32,256,0,0
16,32,256,1,0
16,32,256,2,0
16,32,256,3,0
16,32,256,4,0
16,32,512,0,0
16,32,512,1,0
16,32,512,2,0
16,32,512,3,0
16,32,512,4,0
16,64,4,0,6
16,64,4,1,8
16,64,4,2,7
16,64,4,3,5
16,64,4,4,5
16,64,8,0,9
16,64,8,1,6
16,64,8,2,7
16,64,8,3,7
16,64,8,4,5
16,64,16,0,5
16,64,16,1,4
16,64,16,2,3
16,64,16,3,5
16,64,16,4,4
16,64,32,0,1
16,64,32,1,1
16,64,32,2,2
16,64,32,3,1
16,64,32,4,2
16,64,64,0,0
16,64,64,1,0
16,64,64,2,0
16,64,64,3,0
16,64,64,4,0
16,64,128,0,0
16,64,128,1,0
16,64,128,2,0
16,64,128,3,0
16,64,128,4,0
16,64,256,0,0
16,64,256,1,0
16,64,256,2,0
16,64,256,3,0
16,64,256,4,0
16,64,512,0,0
16,64,512,1,0
16,64,512,2,0
16,64,512,3,0
16,64,512,4,0
16,128,4,0,11
16,128,4,1,11
16,128,4,2,8
16,128,4,3,13
16,128,4,4,16
16,128,8,0,18
16,128,8,1,22
16,128,8,2,17
16,128,8,3,14
16,128,8,4,16
16,128,16,0,7
16,128,16,1,8
16,128,16,2,2
16,128,16,3,9
16,128,16,4,12
16,128,32,0,6
16,128,32,1,2
16,128,32,2,3
16,128,32,3,2
16,128,32,4,5
16,128,64,0,0
16,128,64,1,0
16,128,64,2,0
16,128,64,3,0
16,128,64,4,1
16,128,128,0,0
16,128,128,1,0
16,128,128,2,0
16,128,128,3,0
16,128,128,4,0
16,128,256,0,0
16,128,256,1,0
16,128,256,2,0
16,128,256,3,0
16,128,256,4,0
16,128,512,0,0
16,128,512,1,0
16,128,512,2,0
16,128,512,3,0
16,128,512,4,0
16,256,4,0,36
16,256,4,1,30
16,256,4,2,27
16,256,4,3,33
16,256,4,4,23
16,256,8,0,36
16,256,8,1,30
16,256,8,2,17
16,256,8,3,22
16,256,8,4,17
16,256,16,0,23
16,256,16,1,17
16,256,16,2,17
16,256,16,3,17
16,256,16,4,22
16,256,32,0,4
16,256,32,1,6
16,256,32,2,5
16,256,32,3,3
16,256,32,4,3
16,256,64,0,0
16,256,64,1,0
16,256,64,2,0
16,256,64,3,0
16,256,64,4,0
16,256,128,0,0
16,256,128,1,0
16,256,128,2,0
16,256,128,3,0
16,256,128,4,0
16,256,256,0,0
16,256,256,1,0
16,256,256,2,0
16,256,256,3,0
16,256,256,4,0
16,256,512,0,0
16,256,512,1,0
16,256,512,2,0
16,256,512,3,0
16,256,512,4,0
16,512,4,0,52
16,512,4,1,52
16,512,4,2,56
16,512,4,3,55
16,512,4,4,55
16,512,8,0,53
16,512,8,1,49
16,512,8,2,49
16,512,8,3,57
16,512,8,4,59
16,512,16,0,33
16,512,16,1,42
16,512,16,2,37
16,512,16,3,49
16,512,16,4,33
16,512,32,0,9
16,512,32,1,9
16,512,32,2,7
16,512,32,3,17
16,512,32,4,4
16,512,64,0,0
16,512,64,1,0
16,512,64,2,0
16,512,64,3,1
16,512,64,4,1
16,512,128,0,0
16,512,128,1,0
16,512,128,2,0
16,512,128,3,0
16,512,128,4,0
16,512,256,0,0
16,512,256,1,0
16,512,256,2,0
16,512,256,3,0
16,512,256,4,0
16,512,512,0,0
16,512,512,1,0
16,512,512,2,0
16,512,512,3,0
16,512,512,4,0
16,1024,4,0,114
16,1024,4,1,98
16,1024,4,2,96
16,1024,4,3,111
16,1024,4,4,93
16,1024,8,0,113
16,1024,8,1,101
16,1024,8,2,123
16,1024,8,3,122
16,1024,8,4,104
16,1024,16,0,65
16,1024,16,1,73
16,1024,16,2,59
16,1024,16,3,68
16,1024,16,4,68
16,1024,32,0,19
16,1024,32,1,24
16,1024,32,2,20
16,1024,32,3,18
16,1024,32,4,17
16,1024,64,0,1
16,1024,64,1,0
16,1024,64,2,1
16,1024,64,3,0
16,1024,64,4,0
16,1024,128,0,0
16,1024,128,1,0
16,1024,128,2,0
16,1024,128,3,0
16,1024,128,4,0
16,1024,256,0,0
16,1024,256,1,0
16,1024,256,2,0
16,1024,256,3,0
16,1024,256,4,0
16,1024,512,0,32
16,1024,512,1,11
16,1024,512,2,35
16,1024,512,3,17
16,1024,512,4,63
16,2048,4,0,235
16,2048,4,1,196
16,2048,4,2,221
16,2048,4,3,212
16,2048,4,4,205
16,2048,8,0,225
16,2048,8,1,243
16,2048,8,2,216
16,2048,8,3,237
16,2048,8,4,224
16,2048,16,0,153
16,2048,16,1,145
16,2048,16,2,149
16,2048,16,3,135
16,2048,16,4,139
16,2048,32,0,38
16,2048,32,1,43
16,2048,32,2,34
16,2048,32,3,44
16,2048,32,4,40
16,2048,64,0,2
16,2048,64,1,0
16,2048,64,2,3
16,2048,64,3,2
16,2048,64,4,1
16,2048,128,0,0
16,2048,128,1,0
16,2048,128,2,0
16,2048,128,3,0
16,2048,128,4,0
16,2048,256,0,119
16,2048,256,1,140
16,2048,256,2,87
16,2048,256,3,75
16,2048,256,4,99
16,2048,512,0,1020
16,2048,512,1,1837
16,2048,512,2,940
16,2048,512,3,921
16,2048,512,4,1915
907
Number_of_Cores,Number of Processes,Average Process Length,Algorithm,Number of Starvations
32,4,4,0,0
32,4,4,1,0
32,4,4,2,0
32,4,4,3,2
32,4,4,4,0
32,4,8,0,0
32,4,8,1,0
32,4,8,2,0
32,4,8,3,0
32,4,8,4,0
32,4,16,0,0
32,4,16,1,0
32,4,16,2,0
32,4,16,3,0
32,4,16,4,1
32,4,32,0,1
32,4,32,1,1
32,4,32,2,0
32,4,32,3,0
32,4,32,4,1
32,4,64,0,0
32,4,64,1,0
32,4,64,2,0
32,4,64,3,0
32,4,64,4,0
32,4,128,0,0
32,4,128,1,0
32,4,128,2,0
32,4,128,3,0
32,4,128,4,0
32,4,256,0,0
32,4,256,1,0
32,4,256,2,0
32,4,256,3,0
32,4,256,4,0
32,4,512,0,0
32,4,512,1,0
32,4,512,2,0
32,4,512,3,0
32,4,512,4,0
32,8,4,0,3
32,8,4,1,1
32,8,4,2,1
32,8,4,3,0
32,8,4,4,0
32,8,8,0,0
32,8,8,1,1
32,8,8,2,1
32,8,8,3,1
32,8,8,4,0
32,8,16,0,0
32,8,16,1,1
32,8,16,2,0
32,8,16,3,1
32,8,16,4,0
32,8,32,0,0
32,8,32,1,0
32,8,32,2,0
32,8,32,3,0
32,8,32,4,1
32,8,64,0,0
32,8,64,1,0
32,8,64,2,0
32,8,64,3,0
32,8,64,4,0
32,8,128,0,0
32,8,128,1,0
32,8,128,2,0
32,8,128,3,0
32,8,128,4,0
32,8,256,0,0
32,8,256,1,0
32,8,256,2,0
32,8,256,3,0
32,8,256,4,0
32,8,512,0,0
32,8,512,1,0
32,8,512,2,0
32,8,512,3,0
32,8,512,4,0
32,16,4,0,1
32,16,4,1,3
32,16,4,2,0
32,16,4,3,3
32,16,4,4,1
32,16,8,0,2
32,16,8,1,1
32,16,8,2,3
32,16,8,3,1
32,16,8,4,3
32,16,16,0,0
32,16,16,1,2
32,16,16,2,1
32,16,16,3,0
32,16,16,4,0
32,16,32,0,0
32,16,32,1,1
32,16,32,2,0
32,16,32,3,1
32,16,32,4,0
32,16,64,0,0
32,16,64,1,0
32,16,64,2,0
32,16,64,3,0
32,16,64,4,0
32,16,128,0,0
32,16,128,1,0
32,16,128,2,0
32,16,128,3,0
32,16,128,4,0
32,16,256,0,0
32,16,256,1,0
32,16,256,2,0
32,16,256,3,0
32,16,256,4,0
32,16,512,0,0
32,16,512,1,0
32,16,512,2,0
32,16,512,3,0
32,16,512,4,0
32,32,4,0,3
32,32,4,1,4
32,32,4,2,2
32,32,4,3,2
32,32,4,4,1
32,32,8,0,5
32,32,8,1,3
32,32,8,2,7
32,32,8,3,6
32,32,8,4,1
32,32,16,0,1
32,32,16,1,1
32,32,16,2,1
32,32,16,3,4
32,32,16,4,2
32,32,32,0,1
32,32,32,1,1
32,32,32,2,2
32,32,32,3,2
32,32,32,4,0
32,32,64,0,0
32,32,64,1,0
32,32,64,2,0
32,32,64,3,0
32,32,64,4,0
32,32,128,0,0
32,32,128,1,0
32,32,128,2,0
32,32,128,3,0
32,32,128,4,0
32,32,256,0,0
32,32,256,1,0
32,32,256,2,0
32,32,256,3,0
32,32,256,4,0
32,32,512,0,0
32,32,512,1,0
32,32,512,2,0
32,32,512,3,0
32,32,512,4,0
32,64,4,0,7
32,64,4,1,7
32,64,4,2,6
32,64,4,3,10
32,64,4,4,4
32,64,8,0,6
32,64,8,1,3
32,64,8,2,5
32,64,8,3,4
32,64,8,4,6
32,64,16,0,7
32,64,16,1,5
32,64,16,2,6
32,64,16,3,8
32,64,16,4,1
32,64,32,0,2
32,64,32,1,1
32,64,32,2,0
32,64,32,3,1
32,64,32,4,0
32,64,64,0,0
32,64,64,1,0
32,64,64,2,0
32,64,64,3,0
32,64,64,4,0
32,64,128,0,0
32,64,128,1,0
32,64,128,2,0
32,64,128,3,0
32,64,128,4,0
32,64,256,0,0
32,64,256,1,0
32,64,256,2,0
32,64,256,3,0
32,64,256,4,0
32,64,512,0,0
32,64,512,1,0
32,64,512,2,0
32,64,512,3,0
32,64,512,4,0
32,128,4,0,12
32,128,4,1,12
32,128,4,2,11
32,128,4,3,15
32,128,4,4,13
32,128,8,0,13
32,128,8,1,8
32,128,8,2,16
32,128,8,3,7
32,128,8,4,19
32,128,16,0,8
32,128,16,1,10
32,128,16,2,14
32,128,16,3,7
32,128,16,4,7
32,128,32,0,3
32,128,32,1,0
32,128,32,2,1
32,128,32,3,2
32,128,32,4,2
32,128,64,0,1
32,128,64,1,0
32,128,64,2,0
32,128,64,3,0
32,128,64,4,0
32,128,128,0,0
32,128,128,1,0
32,128,128,2,0
32,128,128,3,0
32,128,128,4,0
32,128,256,0,0
32,128,256,1,0
32,128,256,2,0
32,128,256,3,0
32,128,256,4,0
32,128,512,0,0
32,128,512,1,0
32,128,512,2,0
32,128,512,3,0
32,128,512,4,0
32,256,4,0,16
32,256,4,1,26
32,256,4,2,31
32,256,4,3,30
32,256,4,4,19
32,256,8,0,38
32,256,8,1,19
32,256,8,2,43
32,256,8,3,23
32,256,8,4,22
32,256,16,0,21
32,256,16,1,21
32,256,16,2,15
32,256,16,3,19
32,256,16,4,20
32,256,32,0,4
32,256,32,1,5
32,256,32,2,7
32,256,32,3,3
32,256,32,4,3
32,256,64,0,0
32,256,64,1,0
32,256,64,2,0
32,256,64,3,0
32,256,64,4,0
32,256,128,0,0
32,256,128,1,0
32,256,128,2,0
32,256,128,3,0
32,256,128,4,0
32,256,256,0,0
32,256,256,1,0
32,256,256,2,0
32,256,256,3,0
32,256,256,4,0
32,256,512,0,0
32,256,512,1,0
32,256,512,2,0
32,256,512,3,0
32,256,512,4,0
32,512,4,0,43
32,512,4,1,44
32,512,4,2,56
32,512,4,3,46
32,512,4,4,58
32,512,8,0,56
32,512,8,1,60
32,512,8,2,50
32,512,8,3,57
32,512,8,4,56
32,512,16,0,39
32,512,16,1,37
32,512,16,2,29
32,512,16,3,38
32,512,16,4,33
32,512,32,0,11
32,512,32,1,7
32,512,32,2,14
32,512,32,3,10
32,512,32,4,8
32,512,64,0,0
32,512,64,1,0
32,512,64,2,0
32,512,64,3,0
32,512,64,4,1
32,512,128,0,0
32,512,128,1,0
32,512,128,2,0
32,512,128,3,0
32,512,128,4,0
32,512,256,0,0
32,512,256,1,0
32,512,256,2,0
32,512,256,3,0
32,512,256,4,0
32,512,512,0,0
32,512,512,1,0
32,512,512,2,0
32,512,512,3,0
32,512,512,4,0
32,1024,4,0,106
32,1024,4,1,103
32,1024,4,2,115
32,1024,4,3,94
32,1024,4,4,93
32,1024,8,0,102
32,1024,8,1,98
32,1024,8,2,100
32,1024,8,3,118
32,1024,8,4,117
32,1024,16,0,74
32,1024,16,1,61
32,1024,16,2,83
32,1024,16,3,76
32,1024,16,4,84
32,1024,32,0,20
32,1024,32,1,17
32,1024,32,2,20
32,1024,32,3,14
32,1024,32,4,19
32,1024,64,0,2
32,1024,64,1,1
32,1024,64,2,0
32,1024,64,3,0
32,1024,64,4,0
32,1024,128,0,0
32,1024,128,1,0
32,1024,128,2,0
32,1024,128,3,0
32,1024,128,4,0
32,1024,256,0,0
32,1024,256,1,0
32,1024,256,2,0
32,1024,256,3,0
32,1024,256,4,0
32,1024,512,0,0
32,1024,512,1,0
32,1024,512,2,0
32,1024,512,3,0
32,1024,512,4,0
32,2048,4,0,200
32,2048,4,1,198
32,2048,4,2,201
32,2048,4,3,222
32,2048,4,4,211
32,2048,8,0,235
32,2048,8,1,241
32,2048,8,2,247
32,2048,8,3,215
32,2048,8,4,221
32,2048,16,0,142
32,2048,16,1,146
32,2048,16,2,170
32,2048,16,3,140
32,2048,16,4,128
32,2048,32,0,44
32,2048,32,1,41
32,2048,32,2,35
32,2048,32,3,30
32,2048,32,4,39
32,2048,64,0,3
32,2048,64,1,4
32,2048,64,2,2
32,2048,64,3,2
32,2048,64,4,0
32,2048,128,0,0
32,2048,128,1,0
32,2048,128,2,0
32,2048,128,3,0
32,2048,128,4,0
32,2048,256,0,0
32,2048,256,1,0
32,2048,256,2,0
32,2048,256,3,0
32,2048,256,4,0
32,2048,512,0,78
32,2048,512,1,94
32,2048,512,2,21
32,2048,512,3,62
32,2048,512,4,0

